tweet_text,cyberbullying_type,word_count,cleaned_text,label
why do people always kata “dia yang tak tutup aurat” “tula tak tutup aurat lagi” when talking about sexual harassme… https://t.co/zkA3sKy2OK,Sexual Harassment,21,why do people always kata dia yang tak tutup aurat tula tak tutup aurat lagi when talking about sexual harassme,3
@erikkain Sexual objectification ≠ Sexual harassment.  There's nothing wrong with enjoying or producing something i… https://t.co/14othxdG30,Sexual Harassment,16,sexual objectification  sexual harassment  theres nothing wrong with enjoying or producing something i,3
"🌅 #GodMorningTuesday
STOP WATCHING MOVIES!
Movies are the instigators of sexual harassment.

""Kindly Visit  SANT RA… https://t.co/haQrvOJmc0",Sexual Harassment,17,"stop watching movies
movies are the instigators of sexual harassment

kindly visit  sant ra",3
"We live in a world that is progressing every day. Unfortunately, even in these modern and technologically advanced… https://t.co/08PognLGVJ",Sexual Harassment,19,we live in a world that is progressing every day unfortunately even in these modern and technologically advanced,3
@sgrate__ That's a sexual harassment,Sexual Harassment,5,thats a sexual harassment,3
@DanielleDorian @ChristianVet77 Oh yes bingo!! I forgot to bring that up but yeah how interesting DOJ drops the nur… https://t.co/UmNk9J471g,Sexual Harassment,20,oh yes bingo i forgot to bring that up but yeah how interesting doj drops the nur,3
"@terrencegordon @SebGorka Tax evasion, sexual harassment and abuse, inciting violence….JAIL TIME…you know who #Hypocrite",Sexual Harassment,14,tax evasion sexual harassment and abuse inciting violencejail timeyou know who,3
"Too little, too late.
By dithering PM whether it is 
* bushfire response
* sexual harassment
* building quarantine… https://t.co/ZDaWw2dwqq",Sexual Harassment,20,"too little too late
by dithering pm whether it is 
 bushfire response
 sexual harassment
 building quarantine",3
"TW// SEXUAL HARASSMENT 
the girl who was sexualized and harassed is again so depressed, those people are harassing… https://t.co/Pc3RkgES0y",Sexual Harassment,19,"tw sexual harassment 
the girl who was sexualized and harassed is again so depressed those people are harassing",3
"#Gujarat: Court orders compensation to girl who suffered sexual harassment and left school.

https://t.co/NjBN3nN9fG",Sexual Harassment,14,court orders compensation to girl who suffered sexual harassment and left school,3
@Fenbeast @_p_rittenhouse Sexual harassment in cabs is a common problem. Both against riders and drivers.,Sexual Harassment,15,sexual harassment in cabs is a common problem both against riders and drivers,3
The California Department of Fair Employment and Housing (DFEH) has gone to court to compel Riot Games into telling… https://t.co/3DmrDanj7Y,Sexual Harassment,20,the california department of fair employment and housing dfeh has gone to court to compel riot games into telling,3
"🌅 #GodMorningTuesday
STOP WATCHING MOVIES!
Movies are the instigators of sexual harassment.

""Kindly Visit  SANT RA… https://t.co/EHBGw10i9F",Sexual Harassment,17,"stop watching movies
movies are the instigators of sexual harassment

kindly visit  sant ra",3
Watchdog launches investigation into Ubisoft Singapore over alleged unfairness and sexual harassment: A watchdog ha… https://t.co/tmXk2Jbjtx,Sexual Harassment,16,watchdog launches investigation into ubisoft singapore over alleged unfairness and sexual harassment a watchdog ha,3
"@bapakkautbc tbh you’re right, even though si revina took it too far, that message she received is intolerable. may… https://t.co/hbFPHfBhc0",Sexual Harassment,20,tbh youre right even though si revina took it too far that message she received is intolerable may,3
@Lyn_Abla And see how the congregation is jubilating instead of disapproving of this shameful act. It seems to me t… https://t.co/ZT5eLYlskU,Sexual Harassment,21,and see how the congregation is jubilating instead of disapproving of this shameful act it seems to me t,3
"Although a teenage drug dealer did once make the effort to rescue me from sexual harassment, which is at least, you know, adjacent. Right",Sexual Harassment,24,although a teenage drug dealer did once make the effort to rescue me from sexual harassment which is at least you know adjacent right,3
"so i'm speaking from a non-biased perspective. no matter what your sex is, sexual harassment won't stop if there ar… https://t.co/aDd6k3VWwI",Sexual Harassment,21,so im speaking from a nonbiased perspective no matter what your sex is sexual harassment wont stop if there ar,3
STOP BEING SEXUAL HARASSMENT ENABLER. why do some people have the need to comment on a video about something very d… https://t.co/UKGuNnxsIC,Sexual Harassment,22,stop being sexual harassment enabler why do some people have the need to comment on a video about something very d,3
"@haaretzcom This sick story must stop.  Otherwise, I’ll have my grandma sue President Herbert Hoover and the White… https://t.co/BgVklp6Lcm",Sexual Harassment,19,this sick story must stop  otherwise ill have my grandma sue president herbert hoover and the white,3
@MarketWatch It’s cool that you gave him advice on how to spin the sexual harassment stuff. If it were my brother I… https://t.co/LIx3IWNRl4,Sexual Harassment,23,its cool that you gave him advice on how to spin the sexual harassment stuff if it were my brother i,3
Addressing definitional clarity is important for bystanders to assume the social responsibility of intervening dire… https://t.co/BStOrHUFWt,Sexual Harassment,16,addressing definitional clarity is important for bystanders to assume the social responsibility of intervening dire,3
"Kerri Lynn Stone @IReadJotwell, No More Haven For Horseplay? https://t.co/bMfCJwmEXV reviewing Kimberly D. Bailey,… https://t.co/5xtkkRK9oQ",Sexual Harassment,15,kerri lynn stone  no more haven for horseplay  reviewing kimberly d bailey,3
This is really disgusting. Ghana is focusing on trying to pass a ridiculous homophobic bill and control the private… https://t.co/GpBcjFgzzh,Sexual Harassment,20,this is really disgusting ghana is focusing on trying to pass a ridiculous homophobic bill and control the private,3
"@Ubi_Melo According to the press Ubisoft went from sexual harassment to the extreme opposite : woke culture, with e… https://t.co/MQFmWYZCW8",Sexual Harassment,20,according to the press ubisoft went from sexual harassment to the extreme opposite  woke culture with e,3
@GameSpot Not enough #facepalm to express the cringe I experience of how much @Ubisoft try to be liked again after… https://t.co/YSbjb4RSX8,Sexual Harassment,21,not enough  to express the cringe i experience of how much  try to be liked again after,3
Five Takeaways For Private Employers Following The Cuomo Sexual Harassment Investigation https://t.co/mHIaSWRMwN By @McLaneMiddleton,Sexual Harassment,14,five takeaways for private employers following the cuomo sexual harassment investigation  by,3
#OnThisDay 1998- Bill Clinton becomes the first sitting #POTUS to testify before the Office of the Independent Coun… https://t.co/lqsUoHndXO,Sexual Harassment,19,1998 bill clinton becomes the first sitting  to testify before the office of the independent coun,3
"🌅 #GodMorningTuesday
STOP WATCHING MOVIES!
Movies are the instigators of sexual harassment.

""Kindly Visit  SANT RA… https://t.co/zsVJhEUyTd",Sexual Harassment,17,"stop watching movies
movies are the instigators of sexual harassment

kindly visit  sant ra",3
@IGN Sexual harassment allegation in Ubisoft coming out in 3...2...1,Sexual Harassment,10,sexual harassment allegation in ubisoft coming out in 321,3
"Ubisoft Singapore Head Responds To Toxic Culture And Sexual Harassment Reports, As Employment Watchdog Opens Invest… https://t.co/nrzsd5I6T7",Sexual Harassment,17,ubisoft singapore head responds to toxic culture and sexual harassment reports as employment watchdog opens invest,3
#ChrisCuomo breaks silence on brother #AndrewCuomo's sexual harassment scandal and resignation https://t.co/siV7ZLOBYC,Sexual Harassment,12,breaks silence on brother s sexual harassment scandal and resignation,3
"Morrison always plays catch up on all the major decisions - national bushfire crisis, covid19, Afghanistan, Ministe… https://t.co/T1FvDq3DEP",Sexual Harassment,18,morrison always plays catch up on all the major decisions  national bushfire crisis covid19 afghanistan ministe,3
Yes i know i tweeted how she was being too much but after i saw others’ opinion on this i realized that people conc… https://t.co/TEPZTQ5tof,Sexual Harassment,25,yes i know i tweeted how she was being too much but after i saw others opinion on this i realized that people conc,3
"Karena when it comes to sexual harassment, the last thing u should concern abt it the victim’s ethics, we’re not in… https://t.co/5RbX09PKEf",Sexual Harassment,22,karena when it comes to sexual harassment the last thing u should concern abt it the victims ethics were not in,3
"Damn this one wasn't ready in time to deflect from the Ubi sexual harassment allegations.

Better luck next time gu… https://t.co/OIJoXM0Usz",Sexual Harassment,21,"damn this one wasnt ready in time to deflect from the ubi sexual harassment allegations

better luck next time gu",3
@ladynoirose she doesnt need to feel threatened for it to be sexual assault tho. its not thag complicated she keeps… https://t.co/RuMnrIwBOM,Sexual Harassment,21,she doesnt need to feel threatened for it to be sexual assault tho its not thag complicated she keeps,3
“I’m a brother.” CNN Anchor Chris Cuomo addresses the elephant in the room for the first time- the sexual harassmen… https://t.co/zFZuKo2zpz,Sexual Harassment,21,im a brother cnn anchor chris cuomo addresses the elephant in the room for the first time the sexual harassmen,3
"Rivers Lecturers Suspended Over Alleged Sexual Harassment, Extortion https://t.co/b6Mghd3p6l",Sexual Harassment,9,rivers lecturers suspended over alleged sexual harassment extortion,3
Bob Dylan Accused Of Sexual Harassment – The Union Magazine https://t.co/MzEVxUXWpO,Sexual Harassment,11,bob dylan accused of sexual harassment  the union magazine,3
"yosuke is also burning in hell ngl. homophobia notwithstanding, his shadow dungeon was high-key giving sexual haras… https://t.co/OO6AIMUcfO",Sexual Harassment,18,yosuke is also burning in hell ngl homophobia notwithstanding his shadow dungeon was highkey giving sexual haras,3
Sexual harassment cannot happen in a Catholic Church?????????? Sir. https://t.co/UQyQvk2sHk,Sexual Harassment,10,sexual harassment cannot happen in a catholic church sir,3
"Rivers Lecturers Suspended Over Alleged Sexual Harassment, Extortion https://t.co/BzAUD6jnUd",Sexual Harassment,9,rivers lecturers suspended over alleged sexual harassment extortion,3
We @SuojellaanLapsi are joining the @STM_Uutiset working group for national implementation of the… https://t.co/1Md7O9L3L5,Sexual Harassment,14,we  are joining the  working group for national implementation of the,3
